user id,test group,converted,total ads,most ads day,most ads hour
1019747,ad,False,154,Wednesday,1
1426850,ad,False,64,Monday,13
1480868,ad,False,1,Friday,17
1567714,ad,False,17,Monday,13
1199247,ad,False,53,Thursday,22
1313539,ad,False,1,Sunday,18
1034043,ad,False,13,Saturday,16
1445454,ad,False,1,Friday,9
1550587,ad,False,1,Friday,15
1643172,ad,False,2,Thursday,14
1558738,ad,False,96,Thursday,19
1180878,ad,False,2,Saturday,21
1074512,ad,False,1,Saturday,11
1341521,ad,False,4,Tuesday,18
1100831,ad,False,2,Wednesday,10
1047946,ad,False,18,Tuesday,15
1040665,ad,False,54,Thursday,19
1003483,ad,False,13,Thursday,22
1475187,ad,False,34,Friday,9
1427862,ad,True,90,Wednesday,14
1442810,ad,False,3,Thursday,16
1414988,ad,False,1,Thursday,15
1308838,ad,False,7,Friday,19
1383213,ad,False,9,Wednesday,18
1316720,ad,False,2,Friday,23
1429304,ad,False,1,Thursday,7
1575993,ad,False,37,Monday,19
1288384,ad,False,5,Wednesday,22
1083959,ad,False,187,Sunday,5
1432915,ad,False,2,Monday,11
1503723,ad,False,6,Thursday,14
1554383,ad,False,6,Thursday,16
1146970,ad,False,50,Monday,0
1301547,ad,False,8,Friday,12
1241669,ad,False,26,Saturday,9
1252153,ad,False,2,Saturday,16
1630171,ad,False,32,Tuesday,15
1561768,ad,False,6,Wednesday,16
1276556,ad,False,11,Sunday,11
1381376,ad,False,9,Friday,9
1243062,ad,False,2,Thursday,11
1062897,ad,False,106,Monday,15
1646838,ad,False,2,Thursday,9
1536320,ad,False,22,Thursday,11
1141896,ad,False,7,Sunday,15
1649533,ad,False,13,Thursday,11
1613272,ad,False,35,Sunday,10
1488701,ad,False,24,Friday,22
1544406,ad,False,58,Tuesday,9
1088772,ad,False,30,Saturday,20
1602529,ad,False,1,Wednesday,20
1274968,ad,False,13,Wednesday,12
1542247,ad,False,25,Friday,10
1153040,ad,False,15,Saturday,0
922739,psa,False,18,Thursday,12
1261134,ad,False,35,Tuesday,16
1006851,ad,False,1,Tuesday,22
1294119,ad,False,1,Monday,20
1463294,ad,False,63,Friday,13
1081889,ad,False,19,Friday,11
1233022,ad,False,2,Sunday,17
1237322,ad,False,7,Thursday,19
1116144,ad,False,4,Monday,12
1004585,ad,False,12,Wednesday,11
1348019,ad,False,47,Tuesday,22
1615921,ad,False,7,Thursday,13
915942,psa,False,56,Sunday,13
1369678,ad,False,1,Thursday,9
1563541,ad,False,8,Wednesday,19
1323414,ad,False,4,Monday,16
1070021,ad,False,5,Saturday,13
1460670,ad,False,17,Friday,15
1366911,ad,False,1,Friday,15
1246400,ad,True,59,Tuesday,12
1420817,ad,False,1,Thursday,18
1567684,ad,False,6,Tuesday,11
920118,psa,False,78,Saturday,15
1585429,ad,False,7,Monday,15
1216748,ad,False,40,Thursday,19
1355439,ad,False,6,Sunday,13
1630246,ad,False,28,Wednesday,12
901005,psa,False,1,Friday,22
1474734,ad,False,21,Saturday,21
1527813,ad,False,34,Saturday,15
1523344,ad,False,1,Saturday,16
1562086,ad,False,31,Wednesday,16
1536257,ad,False,14,Sunday,13
1328959,ad,False,11,Monday,14
1549977,ad,False,149,Wednesday,16
917579,psa,False,22,Sunday,22
1439302,ad,False,8,Thursday,11
1003901,ad,False,26,Tuesday,20
1321509,ad,False,7,Monday,12
1418604,ad,False,12,Friday,18
1059955,ad,False,33,Sunday,0
903599,psa,False,30,Wednesday,20
1619697,ad,False,1,Sunday,9
1040391,ad,False,59,Tuesday,15
1558277,ad,False,6,Monday,14
1258695,ad,False,29,Thursday,14
1629167,ad,False,6,Saturday,13
1436216,ad,False,65,Sunday,16
1595153,ad,False,17,Saturday,11
1141041,ad,False,4,Sunday,1
1328883,ad,False,24,Wednesday,13
1623282,ad,False,1,Saturday,13
1080681,ad,False,9,Monday,2
1048257,ad,False,48,Saturday,10
1074024,ad,False,24,Saturday,13
1202540,ad,False,35,Thursday,15
1553775,ad,False,1,Wednesday,12
1002500,ad,False,9,Tuesday,12
1084374,ad,False,16,Monday,22
1445514,ad,False,6,Saturday,14
1085008,ad,True,109,Sunday,15
1053942,ad,False,3,Friday,17
1626494,ad,False,4,Monday,10
902527,psa,False,22,Saturday,19
1029597,ad,False,14,Monday,21
1332510,ad,False,37,Wednesday,15
1261594,ad,False,50,Saturday,13
1154024,ad,False,44,Friday,16
1338285,ad,False,6,Saturday,18
1118338,ad,False,9,Saturday,12
1531374,ad,False,16,Tuesday,14
1156543,ad,False,1,Sunday,14
1590340,ad,False,2,Saturday,22
1319888,ad,False,12,Friday,9
1365450,ad,False,52,Thursday,14
1449138,ad,False,36,Friday,12
1438481,ad,False,3,Wednesday,11
1339966,ad,False,23,Sunday,12
1254946,ad,False,94,Monday,16
1080945,ad,False,12,Friday,16
1188981,ad,False,21,Thursday,9
1449503,ad,False,2,Sunday,14
1408081,ad,False,15,Friday,15
917734,psa,False,3,Sunday,13
1527940,ad,False,36,Friday,12
905443,psa,False,6,Thursday,10
1414306,ad,False,1,Friday,15
1208588,ad,False,26,Wednesday,14
1437407,ad,False,17,Wednesday,19
1452334,ad,False,5,Saturday,20
1280238,ad,False,26,Friday,7
1083276,ad,False,1,Thursday,14
1629531,ad,False,5,Monday,12
1032360,ad,False,5,Monday,15
1157859,ad,False,50,Thursday,18
1090652,ad,False,38,Monday,15
1005051,ad,False,31,Monday,18
1462738,ad,False,1,Sunday,11
1419612,ad,False,1,Sunday,16
1128579,ad,False,26,Sunday,6
1414950,ad,False,2,Sunday,22
1304443,ad,False,3,Wednesday,13
1623880,ad,False,1,Thursday,15
1396404,ad,False,36,Thursday,18
1165545,ad,False,26,Monday,10
1122232,ad,False,67,Monday,21
1494121,ad,False,1,Tuesday,14
1556046,ad,False,15,Friday,11
1078998,ad,False,8,Sunday,13
1215877,ad,False,10,Monday,15
1358331,ad,False,9,Friday,23
1069263,ad,True,69,Monday,14
1258783,ad,False,1,Thursday,21
905471,psa,False,1,Friday,19
1322747,ad,False,27,Sunday,13
1097677,ad,False,38,Saturday,11
916439,psa,False,17,Friday,22
1152302,ad,False,47,Thursday,13
1393308,ad,False,3,Thursday,10
1221798,ad,False,6,Saturday,14
1103512,ad,False,7,Saturday,12
1028400,ad,False,2,Tuesday,0
1074042,ad,False,1,Saturday,13
1343930,ad,False,22,Thursday,12
1013899,ad,False,14,Thursday,9
1024418,ad,False,5,Tuesday,10
1532929,ad,False,5,Thursday,20
1355616,ad,False,26,Tuesday,12
1151330,ad,False,10,Wednesday,14
1639039,ad,False,11,Saturday,11
1436021,ad,False,1,Monday,12
922747,psa,False,2,Wednesday,17
1001647,ad,False,89,Sunday,21
1012618,ad,False,68,Sunday,16
1083694,ad,False,10,Thursday,12
1346561,ad,False,3,Friday,8
1143247,ad,False,1,Saturday,21
1483743,ad,False,29,Thursday,14
1002899,ad,False,2,Monday,13
1390519,ad,False,52,Thursday,14
1152386,ad,False,29,Wednesday,16
1236241,ad,False,1,Thursday,13
1369047,ad,False,6,Thursday,19
1563074,ad,False,65,Thursday,18
1413396,ad,False,27,Wednesday,21
1278336,ad,False,2,Saturday,20
1527089,ad,False,4,Thursday,10
1595325,ad,False,9,Saturday,9
1261885,ad,False,24,Friday,15
1287782,ad,False,32,Tuesday,15
1366702,ad,False,10,Wednesday,13
917188,psa,False,15,Saturday,12
1018885,ad,False,8,Monday,18
1509326,ad,False,23,Wednesday,13
1332063,ad,False,3,Thursday,9
1049171,ad,False,4,Monday,9
1497576,ad,False,41,Saturday,11
1297458,ad,False,1,Thursday,11
1338058,ad,True,109,Tuesday,10
1466591,ad,False,24,Tuesday,14
1171284,ad,False,5,Wednesday,9
1522718,ad,False,3,Monday,10
1627160,ad,False,7,Tuesday,16
1262635,ad,False,29,Sunday,18
1005269,ad,False,8,Saturday,14
1431757,ad,False,20,Sunday,13
1014767,ad,False,9,Thursday,1
1309527,ad,False,11,Tuesday,12
1151862,ad,False,6,Tuesday,10
1062437,ad,False,1,Sunday,3
1607016,ad,False,24,Monday,21
1380756,ad,True,48,Monday,12
1606267,ad,False,39,Thursday,12
1099403,ad,False,32,Thursday,0
1245647,ad,False,47,Wednesday,1
1302383,ad,False,9,Saturday,9
1365710,ad,False,7,Friday,23
1223255,ad,False,5,Tuesday,9
1506614,ad,False,13,Monday,10
1143782,ad,False,5,Friday,20
1221949,ad,False,5,Tuesday,11
1087916,ad,False,4,Monday,12
1453505,ad,False,5,Saturday,9
1281385,ad,False,17,Wednesday,17
1609375,ad,False,19,Monday,22
1375453,ad,False,24,Monday,11
1140781,ad,False,7,Monday,9
1190396,ad,False,1,Tuesday,6
1274362,ad,False,15,Friday,12
1417835,ad,False,44,Tuesday,12
1239683,ad,False,32,Wednesday,15
1036925,ad,False,2,Sunday,19
1218088,ad,False,7,Friday,17
1422779,ad,False,42,Tuesday,19
1154574,ad,False,59,Saturday,20
1062944,ad,False,25,Tuesday,10
1009522,ad,False,36,Sunday,15
1490973,ad,False,49,Sunday,12
1589100,ad,False,6,Wednesday,22
1257267,ad,False,12,Wednesday,12
1562447,ad,False,1,Friday,22
1587525,ad,False,9,Wednesday,15
1372361,ad,False,16,Thursday,16
1062901,ad,False,35,Friday,11
1092598,ad,False,2,Wednesday,21
1012080,ad,False,19,Sunday,14
1163206,ad,False,10,Monday,21
1309068,ad,False,16,Sunday,15
1369335,ad,False,2,Tuesday,14
1566045,ad,False,1,Sunday,14
1228261,ad,False,57,Wednesday,13
1152563,ad,False,4,Monday,11
1567927,ad,False,102,Sunday,23
1240955,ad,False,69,Wednesday,14
1273130,ad,False,160,Monday,10
1578601,ad,False,180,Friday,17
1395501,ad,False,2,Friday,9
1257014,ad,False,30,Friday,10
1438027,ad,False,19,Friday,14
1364447,ad,False,4,Thursday,8
1188681,ad,False,75,Thursday,14
1341597,ad,False,17,Tuesday,15
1339104,ad,False,19,Sunday,21
1287621,ad,False,14,Wednesday,9
1509804,ad,False,23,Sunday,19
1477916,ad,False,15,Wednesday,13
1217168,ad,False,23,Friday,19
1289769,ad,False,83,Sunday,17
1463007,ad,False,7,Monday,22
1353158,ad,False,1,Saturday,23
1220184,ad,False,3,Friday,14
1429621,ad,False,1,Saturday,9
1124824,ad,False,1,Friday,9
1465617,ad,False,21,Monday,20
1175402,ad,False,49,Tuesday,12
1102218,ad,False,4,Monday,2
1041380,ad,False,12,Wednesday,10
1548435,ad,False,14,Saturday,13
1334946,ad,False,44,Tuesday,13
1554769,ad,False,10,Sunday,10
1352538,ad,False,3,Monday,13
1185517,ad,False,5,Tuesday,14
1481232,ad,False,5,Thursday,10
1178048,ad,False,4,Saturday,16
1429014,ad,False,11,Tuesday,19
1358990,ad,False,23,Saturday,18
1276843,ad,False,2,Wednesday,11
1171816,ad,False,17,Sunday,13
1544444,ad,False,41,Monday,10
1060535,ad,False,18,Sunday,18
1604301,ad,False,18,Monday,16
1106161,ad,False,28,Thursday,11
1584300,ad,False,6,Tuesday,10
1215973,ad,False,39,Saturday,11
1334522,ad,False,23,Friday,21
1062529,ad,False,1,Wednesday,20
1543530,ad,False,65,Sunday,15
1155000,ad,False,15,Thursday,12
1367886,ad,False,8,Wednesday,17
1068303,ad,False,6,Thursday,14
1256787,ad,False,22,Sunday,10
1589893,ad,True,92,Wednesday,8
1077137,ad,False,14,Tuesday,14
1312135,ad,False,20,Friday,11
1176864,ad,False,8,Saturday,19
1076789,ad,False,13,Sunday,1
1299599,ad,False,17,Monday,21
1376967,ad,False,6,Monday,23
1065559,ad,False,17,Sunday,16
1381412,ad,False,20,Tuesday,22
1290245,ad,False,14,Friday,8
1400703,ad,False,22,Friday,14
1390883,ad,False,22,Monday,13
1582000,ad,False,19,Thursday,13
1018252,ad,False,6,Monday,16
1384410,ad,False,13,Tuesday,16
1429161,ad,False,1,Sunday,12
1051575,ad,False,2,Thursday,16
1412560,ad,False,15,Wednesday,19
1375823,ad,False,32,Saturday,19
1269525,ad,True,1,Wednesday,14
1228309,ad,False,2,Friday,18
1246627,ad,False,5,Sunday,14
902175,psa,False,5,Friday,12
1018557,ad,False,1,Tuesday,14
1315498,ad,False,11,Friday,18
1285361,ad,False,1,Thursday,11
1600067,ad,False,126,Thursday,15
1632740,ad,False,3,Friday,16
1341823,ad,False,19,Sunday,14
1009389,ad,False,3,Sunday,13
1310968,ad,False,19,Wednesday,11
1154125,ad,False,4,Friday,22
1613555,ad,False,164,Friday,17
1329682,ad,False,13,Wednesday,14
1223873,ad,False,15,Monday,1
1256186,ad,False,5,Monday,14
1109384,ad,False,58,Wednesday,14
1336450,ad,False,2,Thursday,14
1350625,ad,False,78,Saturday,8
1344385,ad,False,1,Friday,20
1336164,ad,False,1,Saturday,15
1325980,ad,False,2,Monday,18
1318112,ad,False,1,Tuesday,0
1147695,ad,False,13,Sunday,13
1177863,ad,False,6,Wednesday,9
1226944,ad,False,13,Wednesday,17
1111378,ad,False,15,Thursday,15
1451489,ad,False,30,Saturday,21
1544200,ad,False,17,Thursday,20
1100089,ad,False,3,Saturday,16
1377456,ad,False,11,Monday,11
1347345,ad,False,12,Saturday,10
1635546,ad,False,6,Monday,15
913106,psa,False,10,Sunday,18
1306913,ad,False,37,Friday,13
1145444,ad,False,40,Friday,15
1623843,ad,False,3,Monday,15
1223512,ad,False,1,Thursday,8
1406830,ad,False,62,Tuesday,20
1470586,ad,False,48,Saturday,18
1513753,ad,False,7,Sunday,11
1159561,ad,False,48,Friday,11
1130232,ad,False,74,Sunday,19
1396745,ad,False,27,Wednesday,18
1244444,ad,False,16,Wednesday,17
1010493,ad,False,10,Friday,20
1233929,ad,False,2,Monday,21
1092515,ad,False,67,Sunday,9
1266129,ad,False,3,Tuesday,9
1074467,ad,False,3,Thursday,18
1557366,ad,False,1,Sunday,10
1273370,ad,False,1,Monday,18
920414,psa,False,66,Thursday,15
1621610,ad,False,13,Saturday,10
1257845,ad,False,8,Saturday,16
1501161,ad,False,18,Friday,9
1291256,ad,False,6,Wednesday,14
1070551,ad,False,26,Sunday,15
1026800,ad,False,18,Wednesday,12
1453787,ad,False,5,Thursday,22
1357226,ad,False,7,Wednesday,14
1492364,ad,False,393,Wednesday,18
1627565,ad,False,3,Monday,10
1639448,ad,False,2,Monday,13
1637607,ad,False,7,Thursday,19
1343427,ad,False,1,Monday,21
1452345,ad,False,14,Friday,13
1083380,ad,False,4,Saturday,23
1152421,ad,False,19,Friday,18
911826,psa,False,3,Tuesday,11
1601636,ad,False,15,Thursday,9
1097754,ad,False,2,Friday,22
1170923,ad,False,68,Tuesday,10
1254181,ad,False,76,Tuesday,10
1274157,ad,False,65,Monday,20
1481192,ad,False,20,Saturday,1
1228859,ad,False,4,Wednesday,17
1324982,ad,False,45,Monday,16
1000455,ad,False,12,Monday,9
1336461,ad,False,27,Sunday,8
1147275,ad,False,7,Saturday,23
1081661,ad,False,11,Tuesday,8
1375663,ad,False,15,Wednesday,14
1575120,ad,False,6,Thursday,19
1330450,ad,False,11,Monday,17
1650872,ad,False,13,Monday,12
1510068,ad,False,13,Sunday,16
1418345,ad,False,9,Friday,11
1523746,ad,False,1,Thursday,20
1231876,ad,False,2,Tuesday,12
1092400,ad,False,9,Wednesday,16
1487716,ad,False,28,Tuesday,21
1510031,ad,False,7,Wednesday,11
1020640,ad,False,4,Thursday,10
1149576,ad,False,2,Thursday,21
1474733,ad,False,32,Friday,11
1351549,ad,False,6,Thursday,13
1612786,ad,False,57,Friday,21
1527402,ad,False,2,Sunday,15
1044134,ad,False,66,Sunday,19
1035218,ad,False,1,Monday,19
1335075,ad,False,31,Friday,10
1293298,ad,False,1,Tuesday,17
1044413,ad,False,58,Thursday,18
1384902,ad,False,5,Tuesday,13
1392855,ad,False,6,Friday,17
1339594,ad,False,20,Tuesday,13
1067798,ad,False,63,Tuesday,11
902481,psa,False,4,Monday,18
1302581,ad,False,1,Friday,20
1167798,ad,False,19,Thursday,10
1373347,ad,False,11,Sunday,17
919102,psa,False,27,Saturday,19
1329319,ad,False,28,Sunday,11
1476935,ad,False,27,Tuesday,14
1073548,ad,False,2,Saturday,12
1407554,ad,False,2,Friday,19
1579475,ad,False,17,Monday,21
1216668,ad,False,26,Thursday,16
1627373,ad,False,19,Wednesday,11
1485211,ad,False,63,Saturday,13
1058518,ad,False,7,Thursday,15
1231253,ad,False,4,Friday,17
1256091,ad,False,5,Wednesday,13
1039263,ad,False,42,Tuesday,21
1097016,ad,False,38,Tuesday,18
1374197,ad,False,2,Sunday,10
1587610,ad,False,41,Sunday,15
1598400,ad,False,13,Saturday,10
1092083,ad,False,1,Friday,19
1061322,ad,False,175,Sunday,14
1570924,ad,False,5,Friday,8
1211957,ad,False,1,Sunday,16
1148702,ad,False,14,Wednesday,11
1109888,ad,False,42,Tuesday,15
1580801,ad,False,19,Tuesday,17
1399500,ad,False,44,Tuesday,12
1007874,ad,False,10,Tuesday,12
1023168,ad,False,22,Tuesday,13
1216670,ad,False,1,Friday,20
1578043,ad,False,1,Wednesday,8
1592106,ad,False,17,Saturday,13
1062258,ad,False,2,Monday,13
1238447,ad,False,20,Thursday,13
1246114,ad,False,27,Monday,10
1460121,ad,False,66,Wednesday,21
1475158,ad,False,30,Monday,13
1526916,ad,False,91,Tuesday,15
1607905,ad,False,2,Wednesday,13
1184021,ad,False,21,Thursday,18
1049522,ad,False,5,Thursday,21
1057097,ad,False,7,Tuesday,14
1349026,ad,False,511,Sunday,17
1372195,ad,False,24,Wednesday,10
1267956,ad,False,31,Monday,20
1240827,ad,False,149,Friday,22
1132949,ad,False,14,Monday,18
1451085,ad,False,3,Friday,12
1317491,ad,False,230,Friday,11
1368814,ad,False,4,Wednesday,12
1187513,ad,False,14,Wednesday,20
1106067,ad,True,72,Wednesday,9
1509726,ad,False,16,Friday,16
1645484,ad,False,2,Monday,15
1194930,ad,False,15,Friday,23
1494928,ad,False,16,Saturday,23
1375799,ad,False,6,Tuesday,7
1612476,ad,False,23,Monday,14
1471344,ad,False,34,Thursday,11
1640941,ad,False,33,Sunday,14
1173790,ad,False,193,Wednesday,7
1099052,ad,False,46,Thursday,18
1153629,ad,False,4,Thursday,19
1392488,ad,False,8,Monday,13
912919,psa,False,2,Wednesday,9
1328806,ad,False,2,Friday,19
1506874,ad,False,47,Friday,16
1231286,ad,False,4,Saturday,19
1069888,ad,False,34,Thursday,17
1597283,ad,False,10,Tuesday,12
1523376,ad,False,1,Saturday,21
1222968,ad,False,177,Friday,11
1280169,ad,False,59,Friday,21
1236544,ad,False,6,Tuesday,17
1007635,ad,False,3,Friday,14
1494497,ad,False,15,Tuesday,18
1042326,ad,False,20,Tuesday,12
1359316,ad,False,2,Tuesday,11
1193681,ad,False,20,Monday,17
1236347,ad,False,12,Sunday,14
1555953,ad,False,16,Monday,10
1236273,ad,True,275,Saturday,22
1069650,ad,False,8,Saturday,14
1191273,ad,False,49,Thursday,22
1010039,ad,False,13,Tuesday,20
1199620,ad,False,108,Thursday,19
1116683,ad,False,8,Thursday,18
1608536,ad,False,5,Friday,11
1432699,ad,False,1,Monday,19
908191,psa,False,53,Friday,12
1153547,ad,False,20,Tuesday,13
1368596,ad,False,5,Saturday,13
1371346,ad,False,11,Thursday,23
1419175,ad,False,3,Sunday,9
911309,psa,False,52,Sunday,15
1089891,ad,False,7,Tuesday,21
1523905,ad,False,3,Sunday,13
1294906,ad,False,43,Sunday,8
1428644,ad,False,11,Saturday,13
1458504,ad,False,20,Thursday,14
1629813,ad,False,1,Sunday,13
1443196,ad,False,1,Thursday,12
1381900,ad,False,16,Tuesday,11
1348157,ad,False,6,Friday,12
1268848,ad,False,15,Monday,11
1518627,ad,False,2,Saturday,12
1364205,ad,False,117,Tuesday,10
1159730,ad,False,12,Saturday,10
909298,psa,False,24,Sunday,19
1316116,ad,False,30,Thursday,9
1294699,ad,False,24,Sunday,19
1351456,ad,False,39,Tuesday,17
1576134,ad,False,4,Tuesday,21
1349322,ad,False,39,Friday,13
1274370,ad,False,5,Monday,20
1455679,ad,False,18,Sunday,21
1049390,ad,False,23,Tuesday,13
1228550,ad,False,39,Tuesday,7
1646285,ad,False,39,Thursday,11
1469032,ad,False,4,Sunday,13
1514420,ad,False,4,Tuesday,19
1146211,ad,False,11,Saturday,18
1170182,ad,False,5,Saturday,22
1440125,ad,False,1,Monday,11
1115449,ad,False,22,Monday,14
1107624,ad,False,5,Saturday,15
1149997,ad,False,29,Tuesday,20
916192,psa,False,6,Saturday,22
1234026,ad,False,2,Monday,20
1186663,ad,True,33,Monday,11
1454565,ad,False,7,Saturday,17
1535687,ad,False,42,Wednesday,16
1514939,ad,False,8,Wednesday,11
1517640,ad,False,5,Thursday,11
1624556,ad,False,1,Thursday,21
1391288,ad,False,49,Monday,19
1451356,ad,False,6,Wednesday,20
1090084,ad,False,129,Sunday,7
908183,psa,False,54,Monday,14
1466919,ad,False,12,Friday,15
1524770,ad,False,19,Friday,16
1649650,ad,False,70,Friday,18
1547783,ad,False,71,Saturday,14
1368211,ad,False,3,Monday,16
1333383,ad,False,19,Monday,9
1296076,ad,False,7,Tuesday,14
1611617,ad,False,4,Thursday,13
1633095,ad,False,38,Monday,18
1063133,ad,False,107,Monday,11
1304375,ad,False,1,Sunday,11
1638045,ad,False,15,Friday,16
1347042,ad,True,35,Tuesday,15
1055401,ad,False,7,Tuesday,11
1305660,ad,False,16,Sunday,21
1068087,ad,False,5,Monday,21
1440536,ad,False,1,Friday,18
1155713,ad,False,2,Tuesday,4
1436335,ad,False,2,Sunday,19
1428783,ad,False,20,Tuesday,21
1195840,ad,False,17,Friday,14
1178002,ad,False,3,Sunday,11
1318395,ad,False,9,Saturday,10
1618375,ad,False,6,Saturday,22
1641390,ad,False,10,Wednesday,16
1424706,ad,False,35,Friday,19
1193778,ad,False,3,Saturday,17
1204678,ad,False,33,Tuesday,11
1170815,ad,False,1,Friday,12
909105,psa,False,60,Tuesday,14
1002355,ad,False,14,Thursday,17
1348999,ad,False,6,Monday,11
1269185,ad,False,14,Tuesday,19
1295242,ad,False,6,Wednesday,9
1205774,ad,False,13,Saturday,10
1072146,ad,False,63,Saturday,14
1560105,ad,False,9,Friday,14
1623872,ad,False,10,Tuesday,14
1441464,ad,False,48,Saturday,18
1169524,ad,False,8,Sunday,12
1212134,ad,False,21,Sunday,21
1496361,ad,False,6,Sunday,21
1202937,ad,False,2,Monday,11
1171345,ad,True,109,Wednesday,18
910241,psa,False,38,Sunday,1
1015198,ad,False,7,Wednesday,23
1066667,ad,False,3,Tuesday,17
1570539,ad,False,37,Sunday,15
1319987,ad,False,2,Monday,15
1075989,ad,False,2,Sunday,17
1159068,ad,False,6,Thursday,18
1181483,ad,False,53,Monday,9
1416168,ad,False,41,Thursday,1
1652345,ad,False,6,Thursday,23
1561877,ad,False,41,Tuesday,11
1202724,ad,False,15,Wednesday,19
1571846,ad,False,1,Friday,12
1332196,ad,False,16,Thursday,16
1573089,ad,False,18,Friday,11
1267704,ad,False,6,Monday,10
1606265,ad,False,10,Tuesday,15
1274039,ad,False,3,Sunday,14
1048318,ad,False,9,Friday,13
1376824,ad,False,15,Saturday,13
1207936,ad,False,7,Thursday,19
1290094,ad,False,36,Tuesday,14
1542090,ad,False,2,Wednesday,9
1148321,ad,False,8,Sunday,18
1026522,ad,False,18,Monday,18
1478634,ad,False,16,Thursday,17
1232144,ad,False,38,Tuesday,10
1548773,ad,False,8,Tuesday,13
1517462,ad,False,13,Sunday,15
1380539,ad,False,11,Tuesday,12
1483213,ad,False,62,Monday,15
1485453,ad,False,25,Thursday,8
1041502,ad,False,2,Saturday,18
1145993,ad,False,1,Wednesday,13
1633319,ad,False,10,Monday,23
1115441,ad,False,4,Thursday,23
1390549,ad,False,314,Monday,10
1074010,ad,False,12,Wednesday,8
1567365,ad,False,2,Wednesday,10
1052996,ad,False,7,Friday,22
1395419,ad,False,31,Saturday,17
1414841,ad,False,28,Wednesday,18
1054074,ad,False,5,Tuesday,15
1597563,ad,False,19,Friday,13
